,author,title,year,places
504,Maurits Harting,"Want je bent en je blijft een Indo, Indo ... : de historische ontwikkeling van de collectieve identiteit van Indo-Europeanen in Nederlands-Indië in de periode 1600-1940",2000,"[['Dutch East Indies', '118.0', '-2.0']]"
505,Erik-Jan Wesemann,Het Bosch- en parkplan : een onderzoek naar de ontstaansgeschiedenis van het Kralingse bos in Rotterdam,2000,"[['Rotterdam', '4.479167', '51.930833']]"
506,Barbara Mounier,58 miljoen Nederlanders : een historische filmanalyse van de NOS-televisieserie over geschiedenis uit 1977,2000,[]
507,Marion Keete,"Zwart afgedrukt : een vergelijkend onderzoek naar de relaties tussen pers, politiek en de slavenemancipatiewetten van Frankrijk in 1848 en Nederland in 1862",2000,"[['Netherlands', '5.55', '52.316667'], ['France', '2.0', '47.0']]"
508,Sophie C  van Doorn,'De Holocaust en operatie Barbarossa: sprake van een relatie?' : een historiografische analyse,2000,[]
509,Viola Lindner,De Palio van Siena,2000,[]
510,Andreas Markus,Remigranten ver van huis : het remigratieproces van Chileense politieke vluchtelingen in Nederland sinds 1973,2000,"[['Chile', '-70.9', '-31.466667'], ['Netherlands', '5.55', '52.316667']]"
511,Antti Liukku,"L'état, c'est qui? : een verklaring waarom Rotterdam ten tijde van de groote saecke (1629-33) een radicaal vredesstandpunt innam ; met enkele opmerkingen over de staatsvormingstheorieën van Charles Tilly",2000,"[['Rotterdam', '4.479167', '51.930833']]"
512,Maarten Visser,De Atheense demokratia : individu en gemeenschap in de Atheense polis,2000,"[['Athens', '23.716667', '37.966667']]"
513,Annelies van der Goot,"Voortaan is alles betaald' : oproer in Friesland, 1847",2000,"[['Friesland', '5.669444', '53.166667']]"
514,F M F  de Bruijn,Teenage angst van protest tot pragmatisme : een vergelijkende studie naar jeugdcultuur in de jaren zestig en negentig,2000,[]
515,Anna Jagtman,De lange weg naar huis : de terugkeer naar de Chileense vluchtelingen naar Chili,2000,"[['Chile', '-70.9', '-31.466667']]"
516,Maarten Dijksma,Nederland versus Frankrijk : een onderzoek naar de Fouchet-onderhandelingen begin jaren '60 en de Nederlandse weigering,2000,"[['Netherlands', '5.55', '52.316667'], ['France', '2.0', '47.0']]"
517,Anders Schinkel,"Te helpen, die in nood naar hulp en bijstand ziet, Dit vordert Christenpligt, wijl het de Heer gebiedt : een onderzoek naar de rol van artsen en apothekers in de negentiende-eeuwse Schiedamse ziekenfondswereld",2001,[]
518,Melanie Bartels,"Turning tides? : Palestinian women's reflections influence of political and social developments on Palestinian women's status (Ramallah, 1967-1999)",2001,"[['Palestinian territories', '35.2', '31.883333'], ['Ramallah', '35.2', '31.9']]"
519,Susan van Duijl,De Samen in Stockholm : een onderzoek naar de identiteitsconstructie van een inheemse bevolking in Zweden,2001,"[['Sweden', '14.833333', '61.316667'], ['Stockholm', '18.068611', '59.329444']]"
520,Ingeborg Pronk,Typisch Hollands? : een onderzoek naar de aandacht voor Nederlandse architectuur en architecten in drie Europese architectuurtijdschriften,2001,"[['Europe', '7.0', '46.0']]"
521,André den Boer,In het hol van de leeuw : zoektocht naar de relatie tussen nationalisme en voetbalcultuur in de periode 1950-2000,2001,[]
522,R J Kunst,De overheid en de sportbeoefening in Nederland 1935-1990,2001,"[['Netherlands', '5.55', '52.316667']]"
523,Tjeerd Agema,"""Als we maar weten dat U op Friesche bodem is ..."" : F. Domela Nieuwenhuis en diens charisma (1879-1892)",2001,[]
524,Kasper Léon Wulms,Kant voor historici : de leidende Idee der geschiedenis ; een onderzoek naar de geschiedfilosofie van Immanuel Kant (1724-1804) in het perspectief van de theoretische geschiedenis,2001,[]
525,Fréderique van der Does,Beelden en spiegelbeelden van Nederlanders in India,2001,"[['India', '78.0', '21.0']]"
526,R J M  van Keerberghen,Spanningen in de lucht : een onderzoek naar de spanningsvelden die de luchtvaart met zich meebrengt op nationaal en Europees beleidsniveau,2001,[]
527,Brenda Meijer,Wij zijn de jongeren! de toekomst is ons ... : jeugdideologie en christen-anarchisme in de Nederlandse kwekelingenbeweging 1897-1914,2001,[]
528,Carien Kremer,Belgisch joodse vluchtelingen in London 1914-1918,2002,"[['Belgium', '4.766667', '50.533333']]"
529,Elvira Adriaanse,De tapisserie-industrie te Bergen op Zoom 1300-1800,2002,"[['Bergen op Zoom', '4.3', '51.5']]"
530,Monica Beek,The lesser of two evils? : de aantrekkingskracht van de Church of the Twelve Apostles voor de bevolking van het Nzimagebied tussen 1915 en 1950,2002,[]
531,Manon van den Bosch,De gang van zaken op de Hellevoetse rede 1782-1786,2002,[]
532,Janneke Pierhagen,Adres de Boompjes : protest van de Rotterdamse koopstadelite tegen de opkomst van de spoor- en verkeersbrug tussen 1860 en 1880,2002,[]
533,Tijo Salverda,Ethnische grenzen : een onderzoek naar de definiëring van de etnische grenzen op Mauritius,2002,"[['Mauritius', '57.5', '-20.2']]"
534,KlaasJan Baas,Hun god was links : een historische analyse van de Nederlandse afdeling van de beweging 'Christenen voor het socialisme' (1974-1994) als Nieuwe sociale beweging,2002,[]
535,Monique Groot,Mhindi Simba : identiteitsvorming van Indiërs in Lions clubs in Dar es Salaam,2002,"[['Dar es Salaam', '39.283333', '-6.8'], ['India', '78.0', '21.0']]"
536,Wilma Hol,Cultuurtoerisme en de gemeente : een onderzoek naar de samenwerking binnen de gemeentelijke organisatie ten behoeve van het beleid voor cultuurtoerisme,2002,[]
537,Klaske Hermans,"Afrikanen over Aziaten, Uganda 1945-2001",2002,"[['Uganda', '31.883333', '1.066667']]"
538,Elma Jonas,Vrouwen en de afschaffing van slavernij in Engeland en Nederland 1780-1863,2002,"[['Netherlands', '5.55', '52.316667'], ['England', '-1.566667', '52.483333']]"
539,Sander Blom,"Nieuwe technologieën, nieuwe marktverhoudingen : een historische casestudy naar de marktintroductie van de cassetterecorder en de videorecorder van Philips",2002,[]
540,Joeke van Aelst,Dynamiek en diversiteit : de positie van Indiërs in de Ugandese katoenindustrie 1904-1964,2002,[]
541,Erik Boonstoppel,"""um ... eine Mitarbeit zu gewinnen"" : een comparatieve studie naar overlegstructuren in Rotterdam en Hamburg, 1945-1955",2002,"[['Hamburg', '10.001389', '53.565278'], ['Rotterdam', '4.479167', '51.930833']]"
542,Mai Damgaard Rasmussen,"Speculative historiography and philosophy at the penultimate end or beyond ""history""",2002,[]
543,Agnes van Woensel,Een duits excuus : over de relatie tussen holocaustmonumenten en historische taboes,2002,[]
544,Bas Tielens,Sounds of silence : postmodernisme en onverwerkte geschiedenis: lessen van het Merelveld,2002,[]
545,Karin van Wijk,"Delfts blauw : drinkers, dronkenschap en drankprobleem 1880-1930",2003,[]
546,M C Breet,"De culturele verdragen tussen Nederland en Zuid-Afrika : van broederlijke verwantschap tot vervreemding : de rol die het stamverwantschapsgevoel heeft gespeeld aan Nederlandse zijde, bij het sluiten van de twee culturele verdragen van 1951 en 1996 tussen Nederland en Zuid-Afrika",2003,"[['South Africa', '25.0', '-30.0'], ['Netherlands', '5.55', '52.316667']]"
547,Marco Kools,"Dracula, tiran of vrijheidsstrijder?",2003,[]
548,Bob Benschop,De landbouwcrisis 1878-1895 en de gevolgen voor het dorp Oudenhoorn,2003,"[['Oudenhoorn', '4.2', '51.833333']]"
549,Corine Snoep,"""Waarom besloot het Nederlandse kabinet deel te nemen aan het Korea-conflict en hoe verliep de uitvoering?"" : een analyse van het besluitvormingsproces van het Nederlandse kabinet en de rol van de Staten-Generaal",2003,[]
550,C A Burm Ferraz,J.L.L. Taminiau: een jamfabrikant : een onderzoek naar de problemen van een familiebedrijf in de jamindustrie in de periode 1898-1958,2003,[]
551,Angela J M  van Ameijden-Thoman,De Culturele Raad Dordrecht : een evaluatie van het beleid gericht op cultuur- en burgerparticipatie,2003,[]
552,Marjon Kunst,"De vlasserij in 's-Gravendeel : economische, sociale en culturele betekenis van de vlasteelt en vlasbewerking voor 's-Gravendeel vanaf de achtiende eeuw tot het einde",2003,"[[""'s-Gravendeel"", '4.616667', '51.783333']]"
553,Teun W  van Dongen,"Georgi Dimitrov leider van de Comintern, 1934-1943",2003,[]
554,Albert van Brakel,"Geraffineerde groei : arbeid en rekrutering van nieuwe werknemers, Shell Pernis in de periode 1945-1970",2003,[]
555,Nienke Poortvliet,Democratie in Venezuela : een onderzoek naar de opkomst en de neergang van een federatie in Carácas-Venezuela (FACUR-1971-1990),2003,"[['Venezuela', '-66.203613', '5.878332']]"
556,Martijn Kleppe,Tot icoon verheven : een onderzoek naar de verheffing van maatschappelijke gebeurtenissen tot fotografische iconen van de recente Nederlandse geschiedenis,2003,[]
557,Judith Gulpers,Elfde kind of Assepoester? : Limburg en de reacties op het Belgisch annexionisme (1918-1919),2003,"[['Belgium', '4.766667', '50.533333'], ['Limburg (Belgium)', '5.933333', '50.6']]"
558,Annemieke van Heijningen,"Multiculturalisme: eenheid in verscheidenheid : de lokale constructie van multiculturaliteit : een vergelijking tussen Nederland, Australië en Maleisië tussen 1950-2000",2003,"[['Malaysia', '111.55', '2.316667'], ['Australia', '135.0', '-25.0'], ['Netherlands', '5.55', '52.316667']]"
559,Andrea D Driesse,"'Huiselijk heil en huwelijks-min' : Elise van Rijckevorsel-Schmidt (1821-1893), een vrouw uit de negentiende-eeuwse gegoede burgerij van Rotterdam",2003,"[['Rotterdam', '4.479167', '51.930833']]"
560,T C C  van Beek,Rampzalig verleden : een vergelijkend onderzoek naar rampen in Nederland vanaf 1953 tot 2001,2003,"[['Netherlands', '5.55', '52.316667']]"
561,René Slabbekoorn,De historische sensatie : een pleidooi voor het enthousiasme als bron van alle geschiedschrijving,2003,[]
562,Arjan van den Broek,"""Beroerten en borgerlijke oneenigheden"" : de rol van burgerlijke religieuze conflicten in de opstand in zeventiende eeuwse geschiedschrijving",2003,[]
563,Eppo König,"Zwart nieuws : de verslaggeving over de Amerikaanse burgerechtenbeweging in de Volkskrant, Trouw, Het Vrije Volk, Het Parool en de Nieuwe Rotterdamse Courant van 1954 tot en met 1968",2003,"[['United States', '-100.0', '40.0']]"
564,W A  van Oord,"Zorg in verandering : het rapport Dekker (1987): de aanleiding, het ontstaan en het effect op het stelsel van de gezondheidszorg",2003,[]
565,Ingmar Vroomen,"Refugié in Rotterdam : de handelsactiviteiten van David Chabot (1666-1714), hugenoot en koopman",2003,"[['Rotterdam', '4.479167', '51.930833']]"
566,Shona J Dickson,Migratie en materiële cultuur : de migrantenwoning: van huis naar thuis? : een historisch onderzoek naar de ontwikkeling van de huiselijke materiële cultuur van Marokkaanse migranten n Nederland 1960-2003,2004,"[['Morocco', '-6.0', '32.0']]"
567,Teije Blauw,De exempelen van Hendrik Mande (ca. 1360-1431) : een onderzoek naar Hendrik Mande zijn visie op het kerkelijke gezag,2004,[]
568,A Vermaas,"'Spreek wat waar is, drink wat klaar is' : aanleg en maatschappelijk effect van de drinkwaterleidingen in Vlaardingen en Schiedam 1860-1910",2004,"[['Vlaardingen', '4.34', '51.91'], ['Schiedam', '4.399444', '51.911667']]"
569,Lisette van Wijnen,Van opvang tot heropvoeding : geschiedenis van het Brabants dorp,2004,[]
570,Eric van Uum,"Onthouden geschiedenis : een onderzoek naar herinnering, trauma en taboe in de hedendaagse historiografie",2004,[]
571,Dick Hart,'Neerlants droevige val' : de politieke visie van drie Nederlandse auteurs ten tijde van het rampjaar 1672,2004,[]
572,Linda Weber,Moderne moeders : veranderde beeldvorming over de positie van de Nederlandse vrouw in het Algemeen Handelsblad en de Haagsche Courant in de periode 1914 tot 1918,2004,[]
573,Nadine Kostense,Denationalisering of renationalisering? : nationale en Europese geschiedenis in het Engelse en Nederlandse geschiedenisonderwijs,2004,"[['England', '-1.566667', '52.483333'], ['Europe', '7.0', '46.0']]"
574,J C Lagerweij,Duitsland in beeld : beeldoverdracht en beeldvorming ten aanzien van Duitsland in de vragen en opdrachten in Nederlandse schoolboeken voor het vak geschiedenis 1945-2001,2004,"[['Germany', '9.916667', '51.516667']]"
575,Renate Richters,Mondiaal bewustzijn in de gemeente Eindhoven : gemeentelijke internationale samenwerking in historisch perspectief : een onderzoek naar de gemeente Eindhoven 1970-2004,2004,"[['Eindhoven', '5.466667', '51.433333']]"
576,Jaap Nieuwstraten,De Nederlandse historie : een onderzoek naar het historisch en politieke denken van de Leidse hoogleraar Marcus Zuerius Boxhorn (1612-1653),2004,[]
577,Marije Esther Gerrist,Gastarbeiders in het Roergebied : arbeidsmigratie en deïndustrialisatie in de periode 1955-1973,2004,"[['Ruhr', '7.5', '51.5']]"
578,S E I Lindenbergh,Wat wist de Nederlandse dagbladlezer van de Cuba crisis? : een analyse van de verslaglegging van de Cuba crisis door vijf Nederlandse dagbladen in de periode 22 oktober tot en met 10 november 1962,2004,"[['Netherlands', '5.55', '52.316667'], ['Cuba', '-79.5', '22.0']]"
579,A A M Hustinx,Wijsheid was er al jaren : beleid en inzicht van de overheid ten aanzien van de vergrijzing,2004,[]
580,Michel Harrie Peter Reinders,'Wonderlijk nieuws om na te vertellen' : politieke cultuur onder een niet-regerende klasse in de Republiek der Nederlanden tijdens het Rampjaar 1672,2004,"[['Dutch Republic', '4.3', '52.08']]"
581,Erna Middelkoop,"""Zoo leven we door, vol haat en nijd"" : over de ontwikkeling van de stemming in Nederland tijdens het eerste jaar van de Duitse bezetting (mei 1940-maart 1941)",2004,"[['Netherlands', '5.55', '52.316667']]"
582,Susan Hogervorst,"Vrouwen, verzet en vrede : gender en de herinneringspolitiek van het comité Vrouwen van Ravensbrück 1945-1995",2004,"[['Ravensbrück concentration camp', '13.17', '53.189']]"
583,Hadassa Tahaparij,"Een wit stipje in de verte : de moeizame relatie tussen Nederland en paus Johannes Paulus II, 1978-2003",2004,"[['Netherlands', '5.55', '52.316667']]"
584,Johan Vos,Elmina en de Nederlandse slavenhandel : een zoektocht naar historische waarheid,2004,"[['Elmina', '-1.35', '5.083333']]"
585,M Stikkelorum,Gelijkheid voor joden in Bataafs Den Haag : een onderzoek naar het Haagse departement van de Maatschappij tot Nut van 't Algemeen 1796-1798,2004,"[['The Hague', '4.316667', '52.083333']]"
586,Annegien Prins,De koninklijke voorstelling : nationale identiteit en cultureel erfgoed tijdens koninklijke verlovingsbezoeken in de twintigste eeuw,2004,[]
587,Josine de Kok,Een republiek 'une et indivisible'? : de beeldvorming over Corsica als deel van de Franse natie in de Franse pers van 1870 tot 2003,2004,"[['Corsica', '9.083333', '42.15'], ['France', '2.0', '47.0']]"
588,Lucia Hogervorst,Van etnocentrisme naar cultuurrelativisme? : over de historische beeldvorming van het Nederlands koloniaal verleden in de geschiedenisboekjes voor het lager- en basisonderwijs in de periode 1945-2000,2004,[]
589,Loesanne Hakkens,'Om zoveel als mogelijk is van den dag op te schrijven en zoo doende mijne gedachten uit te drukken' : dagboek van een negentiende-eeuwse tiener als bron voor onderzoek naar tijdsbesteding,2005,[]
590,Susanne Buijs,De post van den Neder-rhijn en burgerbewapening,2005,[]
591,Pieter F Vreeburg,Nederlands ontwikkelingsbeleid en gewapend conflict in Sub-Sahara Afrika,2005,[]
592,T Leerschoon,Rampenbestrijding in Nederland 1945-1995 : een onderzoek naar 50 jaar bescherming van de Nederlandse bevolking tegen rampen in oorlogs- en vredestijd,2005,"[['Netherlands', '5.55', '52.316667']]"
593,Lenja Crins,"Koloniaal gebied aan de wand geniet : koloniën verbeeld op Nederlandse en Duitse schoolplaten,1890-1970",2005,"[['Germany', '9.916667', '51.516667']]"
594,Liedewij van Vliet,"'Eene losse, uithuizige, stoute meid' : de gescheiden leefwereld van vrouwen en mannen uit de gegoede burgerij van het achtiende-eeuws Nederland in Sara Burgerhart",2005,"[['Netherlands', '5.55', '52.316667']]"
595,Mariska Kool,Zwarte Duivels? : collectieve herinneringen en mythevorming over het optreden van de Rotterdamse Mariniers in mei 1940,2005,[]
596,Mariska van Meijeren,Zwerfafval: de lokale aanpak van een mondiaal probleem : een historische vergelijking van de aanpak van zwerfvuilproblematiek in Rotterdam (Nederland) en Curitiba (Brazilië),2005,"[['Rotterdam', '4.479167', '51.930833'], ['Brazil', '-52.95', '-10.65'], ['Curitiba', '-49.25', '-25.416667'], ['Netherlands', '5.55', '52.316667']]"
597,J K A Noppen,"Voorbij kolchozen en sovchozen : beeldvorming over de Sovjet-Unie in Nederlandse geschiedenismethodes, 1920-2000",2005,"[['Soviet Union', '37.616667', '55.75']]"
598,E S Buys,Onbevredigd prostitutiebeleid : de rol van media en publiek in het prostitutiebeleid Katendrecht 1970-1975,2005,[]
599,Estrid Bos,From paganism to Christianity,2005,[]
600,Michel Brons,"Rijk begiftigd, arm behouden : overheidssubsidie voor de joodse armenzorg in Rotterdam in het kader van de Armenwet van 1854 en het weren van joodse armen uit de gemeentelijke overheidsinstellingen",2005,"[['Rotterdam', '4.479167', '51.930833']]"
601,Zsuzsa Jónás,Het gras is altijd groener : een vergelijking van het cultuurbeleid van Nederland en Vlaanderen met bijzondere aandacht voor de plaats van popmuziek,2005,"[['Netherlands', '5.55', '52.316667'], ['Flanders', '4.5', '51.0']]"
602,Esther Brooymans,'Boeren' in Rotterdam aan het begin van de twintigste eeuw : een onderzoek naar de beeldvorming van de binnenlandse migrant in stadsromans,2005,"[['Rotterdam', '4.479167', '51.930833']]"
603,Loubna el Morabet,'Ze hebben mij iets laten eten' : ʹshourʹ (hekserij) onder Marokkaanse migranten in Nederland in de twintigste eeuw,2005,"[['Netherlands', '5.55', '52.316667'], ['Morocco', '-6.0', '32.0']]"
604,Maaike Elisabeth Slingerland,Sodade : Djunga's tiende eiland,2005,[]
605,Jeroen Oomkes,"Een diaspora in beweging, Ghanezen in Rotterdam, 1973-2004",2005,"[['Rotterdam', '4.479167', '51.930833']]"
606,Maranne van der Linden,"'It's my flag, too!' : afrikaniseringspolitiek en de Indiërs in Uganda en Kenia, 1902-1972",2006,"[['Uganda', '31.883333', '1.066667'], ['Kenya', '36.8', '-1.266667']]"
607,J Padmos,"Zeeuwse parels : de Zeeuwse politieke elite tijdens het tweede Stadhouderloze tijdperk, 1702-1747",2006,"[['Zeeland', '3.75', '51.566667']]"
608,Yvonne M Schutrups,Jan Andries Bergmeijer (1854-1941) : een socialistische volksonderwijzer uit Dordrecht,2006,"[['Dordrecht', '4.666667', '51.816667']]"
609,J W J  van der Ham,Luctor et Labora : het verband tussen stakingsbereidheid en economische conjunctuur in de Rotterdamse haven in het Interbellum,2006,[]
610,Mark de Kievit,"Strijd om identiteit : een vergelijkend onderzoek naar de dynamiek van groepsidentificaties in Ambon-Lease, Minahassa en Mindanao",2006,"[['Mindanao', '125.0', '8.0']]"
611,Margreet van Klaveren,'Moffenmeiden : politiek besmet of zedelijk ontspoord,2006,[]
612,Elles van Eijmeren,Culturele diversiteit en het hedendaagse dansveld in Nederland,2006,"[['Netherlands', '5.55', '52.316667']]"
613,Eva Moraal,"'Maidie, Muffy, Marjory, our beloved pet' : de veelvormige nalatenschap van Marjory Fleming 1803-1811",2006,[]
614,Jeroen van Breugel,"Vorstelijk familiebezoek voorbij : staatsbezoeken en de nationalisering van de Nederlandse monarchie, 1883-1914",2006,[]
615,Irene W J Schmit,Revolutionaire vrouwen en het negentiende eeuwse Rusland,2006,"[['Russia', '90.0', '60.0']]"
616,Fiona van Middelkoop-Vijverberg,De derde generatie? : het Nederlandse danslandschap in de jaren negentig,2006,[]
617,Christiaan van der Eijk,Ketenen en kanonschoten : de bewegingsruimte van Afrikanen in zeventiende eeuws Brazilië,2006,"[['Brazil', '-52.95', '-10.65']]"
618,S A Kurvers,Van migrant tot moslim : de problematisering van de islam in het Nederlandse overheidsbeleid 1978-2002,2006,[]
619,Dorine Vijfvinkel,De jeugd van tegenwoordig...? : opvattingen van Rotterdamse jongeren over geschiedenis en geschiedenisonderwijs,2006,[]
620,Laurie van Veen,"Supporting ballet : the effects of arts policies on three ballet companies : het nationale ballet, New York City Ballet, English National ballet",2006,[]
621,Hester Anschütz,"'Video meliora, proboque, deteriora sequor' : 'ik zie het betere en sta daarachter, maar toch volg ik het slechtere' : een historisch onderzoek naar de verhouding tussen stadhouder Willem V en het Staatse leger van de Republiek der Verenigde Nederlanden",2006,"[['Dutch Republic', '4.3', '52.08']]"
622,Katinka Omon,Omstanders en de jodenvervolging : de herinneringen van negen vrouwen aan de jodenvervolging 1940-1945,2006,[]
623,Leo van der Vliet,De Zeeland-Amerika lijn : een onderzoek naar het slaan van een brug over de oceaan,2006,[]
624,Sonja Bruins,Actieplan & beïnvloeding cultuurbeleid : een vergelijkend onderzoek naar de invulling van twee periodes cultuurbeleid en uitvoering van het Actieplan Cultuurbereik door gemeenten en provincies : cultuurnota 2001-2004 versus 2005-2008,2006,[]
625,Elise Verheij,Opgroeien in slavernij : een onderzoek naar de opvoeding van Surinaamse slavenkinderen in de achttiende en negentiende eeuw,2006,"[['Suriname', '-56.0', '4.3']]"
626,"Adriaansen, R.J.",Tussen ervaring en herinnering.. Generaties en geschiedschrijving,2006,[]
627,Nienke van Kuilenburg,Kijk bekeken : Amerikaanse propaganda in Nederland 1944-1945,2006,"[['Netherlands', '5.55', '52.316667'], ['United States', '-100.0', '40.0']]"
628,Merel van Ekdom,Finance of heritage factories,2007,[]
629,Vincent de Man,Oorlogspropaganda : publieke opinie en interne spanningen in de Republiek tijdens de Eerste Engelse oorlog,2007,"[['England', '-1.566667', '52.483333'], ['Dutch Republic', '4.3', '52.08']]"
630,Suzanna Johanna Hoes,"Lezen in de negentiende eeuw : het leesgezelschap de Breeveertien te Dordrecht, 1832 tot 1880",2007,"[['Dordrecht', '4.666667', '51.816667']]"
631,Maisiah Noorman,Wil de echte Trinidadiaan nu opstaan? : Dougla-identiteit in postkoloniaal Trinidad 1962-2006,2007,"[['Trinidad and Tobago', '-61.516667', '10.666667']]"
632,Naomi van Stapele,"Kudé? kudedi! try or die : ethnicity, class and masculinity in a Kenyan slum",2007,"[['Kenya', '36.8', '-1.266667']]"
633,Eelco Blanken,Spijkenisse: van dorp tot stad : een onderzoek naar de actoren in de woningbouw in Spijkenisse (1945-1965),2007,"[['Spijkenisse', '4.32', '51.83']]"
634,"Cıtırıkkaya, Funda Aytan-","Op weg voor een hoed met een veer. Turkse arbeidsmigranten in Rotterdam, 1964-1974",2007,"[['Turkey', '35.666667', '39.166667'], ['Rotterdam', '4.479167', '51.930833']]"
635,"Noorman, Maisiah",Wil de echte Trinidadiaan nu opstaan?. Dougla-identiteit in postkoloniaal Trinidad 1962-2006,2007,"[['Trinidad and Tobago', '-61.516667', '10.666667']]"
636,"Vilder, Kenny de","This is not America. Amerikanisering in de Nederlandse muziekwereld, 1955-1975.",2007,[]
637,"Top, Marina Susanne",Littekens in het landschap. Onderzoek naar de veranderingen in de Franse enDuitse herdenkingscultuur van de Eerste Wereldoorlog in Verdun in de periode 1916-2006,2007,"[['Verdun', '5.3876', '49.162'], ['France', '2.0', '47.0']]"
638,"Hoes, Suzanna Johanna","Lezen in de negentiende eeuw. Het leesgezelschap de Breeveertien te Dordrecht, 1832 tot 1880",2007,"[['Dordrecht', '4.666667', '51.816667']]"
639,"Beek, Gaby van",'Plug 'n Play Hindostanen tussen de manai ka boli en de massala wind. Een explorerend onderzoek naar de culturele iidentiteit van Surinaamse-Hindostanen in Nederland,2007,[]
640,"Blanken, Eelco",Spijkenisse:van dorp tot stad. Een onderzoek naar de actoren in de woningbouw in Spijkenisse (1945-1965).,2007,"[['Spijkenisse', '4.32', '51.83']]"
641,"Alma, Nienke","Verwantschap in geest en gemoed?. Een onderzoek naar de beleving en de verwerking van de Indonesische onafhankelijkheidsstrijd door de beroepsmariniers, oorlogsvrijwilligers en zeemiliciens van de Mariniersbrigade",2007,"[['Indonesia', '106.828333', '-6.175']]"
642,"Stapele, Naomi van","Kudé? KudediI! Try or die. Ethnicity, Class and Masculinity in a Kenyan slum",2007,"[['Kenya', '36.8', '-1.266667']]"
643,"Janssens, Bart","Canon in perspectief. Vijftig jaar Nederlandse geschiedenis op de HBS, 1918-1968",2007,[]
644,"Lente, Rik van",Door goeden raad en onderwijs. Nederland en de opening van Japan 1844-1858,2008,"[['Netherlands', '5.55', '52.316667'], ['Japan', '136.0', '35.0']]"
645,"Klaveren, Kees-Jan van",Het maakbare verleden. Verlichtingshistoriografie van Cassirer tot Israel in moreel perspectief,2008,"[['Israel', '35.0', '31.0']]"
646,"Wolthuis, R.",Voorlichtingsbeleid met betrekking tot Nederlands-Indië 1945-1950. Picturale “story-telling” als propagandamiddel,2008,"[['Dutch East Indies', '118.0', '-2.0']]"
647,"Gaalen, E. van",De klokkenluider van Rotterdam. Het Aktiekomitee Pro Gastarbeiders in de bres voor de buitenlandse nieuwkomers 1969-1993,2008,[]
648,"Gulik, Ada van",Krishnamurti’s uitdaging. Een oriëntatie op een ongescheiden geschiedenis van het denken,2008,[]
649,"Begijn, Bart",Smokkelen om te overleven. De smokkel tussen Zeeland en het Belgisch grensgebied 1914-1945,2008,"[['Zeeland', '3.75', '51.566667'], ['Belgium', '4.766667', '50.533333']]"
650,"Maaskant, S.R.","Muller Massis, T.F.J.. Een biografie over veertig jaren geschiedenis, 1866-1905",2008,[]
651,"Gurp, L.S.M.",Tussen adat en Christus. ,2008,[]
652,"Geldof, Joyce",Op weg naar De Rugzak en WSNS. Waarom speciaal onderwijs niet langer bijzonder mocht zijn,2008,[]
653,"Westendorp, A.L.",Van Taboe Tot Trots. Marokkaanse Berbers in Nederland (1965-2007),2008,"[['Netherlands', '5.55', '52.316667'], ['Morocco', '-6.0', '32.0']]"
654,"Dijk, Vera van","Tussen Mammoetwet en Basisvorming. Het politieke debat over de middenschool, 1973-1977",2008,[]
655,"Kanhai, P.","Dienaars van de dans. OVERWEGING VAN NATIONALISTISCHE INTENTIES IN DE ZUID-INDIASE DANSVORM BHARATANATYAM, 1925-1947.",2008,[]
656,"Waal, Gerard van der",For all classes of readers. De publiekelevens van P.T.Barnum,2008,[]
657,"Lentjes, B.",Er zat ook iemand in een boekenkist…. Gedeelde kennis over Nederlandse geschiedenis bij havo 4-leerlingen in Hellevoetsluis,2009,"[['Hellevoetsluis', '4.133333', '51.816667']]"
658,"Weide, J. van der",In dienst van de behoeftige medemens. Sara Hudig en Anna Reynvaan: twee vrouwen uit de negentiende-eeuwse gegoede burgerij met een eigen keuze,2009,[]
659,"Brookman, E.",Een storm om een plas water. Yerseke in verzet tegen de afsluiting van de Oosterschelde 1953-1986,2009,"[['Yerseke', '4.05', '51.5'], ['Eastern Scheldt', '3.965833', '51.553889']]"
660,"Wiegeraad, A.","De keerzijde van bevrijding. De omgang met moffenmeiden in Bergen op Zoom, 1944-1948",2009,"[['Bergen op Zoom', '4.3', '51.5']]"
661,"Joziasse, M.","Interpersoonlijk geweld in Breda, 1700-1795. Een onderzoek naar geweld en rechtspraak in achttiende eeuws Breda",2009,"[['Breda', '4.8', '51.566667']]"
662,"Verheij, A.","Jazz over de oceaan. Onderzoek naar de betekenis van de overzeese contacten met Rotterdam, als havenstad, voor de ontwikkeling en verspreiding van jazz, 1918-1940",2009,"[['Rotterdam', '4.479167', '51.930833']]"
663,"Euwijk, J.M.","Politieke spotprenten van een magier. Getekend wereldbeeld van Eppo Doeve In Elseviers Weekblad,1950-1969",2009,[]
664,"Linden, M.G. van der",Een Patriot in Parijs. Een inleiding op het reisverslag dat Pieter van Beest in 1804 schreef,2009,"[['Paris', '2.3508', '48.8567']]"
665,"Blok, A.S.","Die 'Swart skaap"" van de familie. Stamverwantschap in het Nederlandse Zuid-Afrikabeleid 1989-1994",2009,[]
666,"Kluppels, A.",The struggle to become South African. National Identity and Collective Memory in South Africa: Reconciliation Day,2009,"[['South Africa', '25.0', '-30.0']]"
667,"Eerdt, E.P.M. van",Herinneren met een boodschap. Ravensbruck in Nederlandse memoires 1945-2005,2009,"[['Ravensbrück concentration camp', '13.17', '53.189']]"
668,"Kuijpers, P.",The Reichstag fire in West German historiography. ,2009,[]
